activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,0.13408,9.76834,0.57462,-0.02046,-0.03932,0.00084,4.61884,-33.17871,-33.29926,2.21367,9.46189,-1.86375,-0.06482,-0.01157,0.00111,1.26338,-38.68634,-18.9735,-2.56714,-8.96867,2.8382,-0.15736,-0.10036,0.08636,-6.89706,29.61382,-36.48163
1,0.19154,9.63426,0.498,-0.06734,-0.04251,-0.03859,4.30603,-33.92944,-33.73718,2.37896,9.41637,-1.9979,0.0076,0.03849,-0.02977,1.21165,-38.31052,-18.80959,-1.76226,-8.71954,3.92574,-0.10516,-0.26228,-0.04254,-7.61523,30.8006,-37.3999
1,-0.42139,9.74919,0.67038,-0.05775,-0.03079,-0.20583,4.61884,-33.92944,-34.11255,2.29032,9.24869,-1.98353,-0.00412,0.04807,-0.0138,1.43483,-38.83573,-19.07869,-1.65207,-8.96867,3.77722,-0.05616,-0.05669,-0.03508,-7.70976,29.9393,-36.49994
1,0.03831,9.74919,0.51715,-0.0439,0.0981,0.07646,5.36957,-32.1167,-33.29926,2.25199,9.39481,-2.03144,0.01186,0.04914,-0.01593,1.18324,-38.49775,-19.25981,-1.62332,-8.67163,3.85867,-0.04018,0.00616,0.00327,-7.11304,30.48412,-36.94293
1,-0.17238,9.63426,0.97684,-0.04497,-0.0031,0.00084,6.11877,-33.92944,-32.86133,2.17773,9.56489,-2.02185,-0.01583,0.06831,-0.01699,0.9646,-38.27266,-19.40016,-1.81496,-9.16031,4.1078,-0.04231,-0.07906,0.00007,-7.85826,29.80251,-36.35217
1,-0.21069,9.5385,1.11092,-0.05455,0.04271,-0.00555,4.61884,-33.92944,-33.29926,2.08191,9.56489,-1.65774,-0.02861,0.05553,-0.02338,1.31781,-38.34687,-19.07805,-1.81496,-9.16031,4.1078,-0.04231,-0.07906,0.00007,-7.85826,29.80251,-36.35217
1,-0.03831,9.59596,1.0726,-0.04497,0.0182,0.03065,4.9942,-33.92944,-33.73718,1.95016,9.41877,-1.80386,0.0715,0.05553,-0.01699,1.09977,-38.06524,-19.23912,-1.81496,-9.16031,4.1078,-0.04231,-0.07906,0.00007,-7.85826,29.80251,-36.35217
1,0.09576,9.59596,0.84276,-0.03325,0.10875,0.0722,5.74493,-32.05414,-34.11255,2.01963,9.38763,-1.72002,0.15989,0.13114,-0.01699,1.24038,-38.10135,-19.52867,-1.19693,-8.9543,4.08864,-0.16588,-0.49345,-0.01271,-7.76646,31.0721,-36.07501
1,0.11493,9.69173,0.91937,-0.01727,0.2025,0.07539,4.9942,-33.17871,-33.73718,2.06035,9.39242,-1.96197,0.17906,0.16735,-0.03723,1.54867,-38.87373,-18.71147,-1.17297,-8.89202,4.11738,-0.02313,-0.11741,0.16199,-10.05334,32.18301,-36.12958
1,-0.28731,9.5385,0.44054,0.01575,0.29091,0.07114,6.11877,-33.17871,-33.73718,1.88069,9.36846,-2.07216,0.08108,0.2025,-0.04468,1.44024,-38.38635,-18.13663,-1.5275,-8.84411,3.897,-0.00183,-0.18452,0.11405,-10.31525,31.33699,-35.67645
1,0.01915,9.99818,-0.15323,0.08073,0.13112,0.16063,5.74493,-33.17871,-34.54895,1.83518,9.1888,-2.3141,0.02464,0.26214,-0.05107,2.10062,-38.83507,-17.94193,-1.38377,-8.8489,4.3186,-0.00609,-0.30383,0.1066,-9.55925,32.00899,-35.67493
1,0.09576,9.95988,-0.07661,0.23627,0.17693,0.10416,6.11877,-34.30481,-33.29926,1.84476,9.17922,-2.22307,0.0044,0.2877,-0.08196,2.45766,-38.56999,-17.76443,-1.4748,-8.70038,4.29465,0.07168,-0.20583,0.14814,-10.09114,33.1637,-35.11005
1,1.47482,9.78749,0.34477,0.30124,0.23659,0.11908,6.11877,-34.30481,-32.48749,1.78248,9.39721,-2.16798,-0.02542,0.38461,-0.11284,2.82932,-38.85077,-17.60612,-1.65686,-8.49437,3.94491,0.06209,-0.28892,0.21419,-10.77425,31.2092,-35.08997
1,1.85789,9.78749,0.42139,0.28526,0.46242,0.13612,7.55615,-34.61609,-32.86133,1.78008,9.63916,-2.3716,-0.11914,0.47301,-0.0745,3.1459,-39.30184,-17.24124,-2.50965,-9.12198,4.37609,-0.02846,-0.59571,0.28982,-10.34764,32.0423,-35.24426
1,0.86191,9.86411,-0.13408,0.26929,0.49437,0.02533,7.55615,-34.99146,-31.61163,1.78008,9.63916,-2.3716,-0.11914,0.47301,-0.0745,3.1459,-39.30184,-17.24124,-3.2235,-9.54359,4.28507,-0.03592,-0.633,0.4315,-13.97644,31.65619,-35.14874
1,1.34076,9.69173,0.34477,0.22241,0.33565,-0.02155,8.30688,-35.36682,-31.23779,2.92752,10.03681,-1.66732,0.12368,0.89155,-0.181,4.15883,-38.37345,-17.34395,-3.0654,-9.12198,4.14613,-0.10303,-0.69478,0.54442,-12.69664,31.58659,-34.83105
1,1.0726,9.73004,-0.17238,0.22774,0.38998,-0.11954,8.68225,-36.49139,-31.23779,3.49047,9.92901,-1.85896,0.35053,1.20999,-0.15757,5.19738,-37.69097,-16.95412,-2.79711,-8.67163,3.897,-0.30969,-0.78,0.75321,-13.03146,32.1584,-33.95776
1,0.51715,9.65343,-0.11493,0.28314,0.36122,-0.19304,9.74426,-37.17957,-29.98657,3.57671,9.66072,-1.7847,0.38354,1.39317,-0.00741,6.62363,-38.47748,-15.58238,-2.57672,-8.12546,3.33166,-0.3768,-0.63939,0.66906,-12.22147,35.08072,-32.65948
1,0.95769,9.59596,0.09576,0.30124,0.18651,-0.23991,10.11963,-36.11755,-30.36194,4.1636,9.0858,-1.73439,0.30154,1.4805,0.06714,7.43513,-38.77839,-14.01654,-2.19345,-8.46562,2.85257,-0.47161,-0.87268,0.49009,-12.08916,33.61012,-29.82251
