activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,0.23259,9.86194,0.34969,-0.06695,0.00867,0.01389,4.40611,-32.60589,-30.75499,0.26816,9.65343,0.03831,-0.06065,0.00766,0.03654,-12.32758,-29.57611,-28.44543,0.57573,9.08845,4.53899,-0.09983,-0.18026,-0.03189,0.13498,-19.27228,-37.55484
1,0.26133,9.66311,0.3976,-0.05098,0.02038,-0.0106,3.9882,-32.74137,-30.23439,0.42139,9.57681,-0.05746,-0.0255,-0.03175,-0.0231,-11.6394,-29.57611,-28.88336,0.73862,8.56623,4.3713,-0.1499,-0.1728,0.05227,0.24837,-18.42778,-37.41855
1,0.35715,9.64155,0.40718,-0.04991,0.04168,-0.01486,3.92035,-31.7981,-31.09743,0.22984,9.59596,-0.01915,-0.02017,0.0311,0.00246,-10.51483,-29.57611,-30.13306,0.66196,8.5806,4.1605,-0.08811,-0.1025,-0.001,-1.02603,-18.49826,-37.88181
1,0.34757,9.74216,0.39281,-0.03287,0.04807,-0.02232,3.49946,-31.72415,-31.45937,0.40222,9.69173,0.05746,-0.00101,-0.06477,0.00459,-11.95221,-30.32684,-29.69513,0.82007,8.9016,4.20841,-0.07427,-0.09823,-0.01484,-0.93153,-17.63698,-38.78183
1,0.16551,9.70144,0.32574,-0.0808,0.00654,-0.01486,3.70172,-32.53233,-31.56316,0.51715,9.61511,0.01915,-0.00313,-0.05626,0.00034,-10.51483,-29.57611,-27.63214,0.54698,8.93034,4.18445,-0.06468,-0.07906,-0.02976,-3.45604,-17.66428,-37.93436
1,0.26612,9.78289,0.37125,-0.08506,0.08854,-0.02125,4.03246,-31.79573,-31.75578,0.55545,9.55765,0.11493,-0.0042,-0.0179,-0.00926,-12.32758,-30.32684,-28.44543,0.69071,8.8489,4.2659,-0.08492,-0.05669,-0.001,-2.45163,-18.29729,-37.02029
1,0.25654,9.53854,0.56289,-0.10316,0.11517,-0.02338,4.11367,-31.83364,-31.49046,0.36392,9.67258,-0.01915,0.01604,-0.00832,-0.04761,-10.8902,-29.57611,-27.63214,0.63801,8.81536,4.20841,-0.04976,-0.01727,0.03203,-2.55424,-16.85309,-38.22867
1,0.30445,9.69665,0.33771,-0.07654,0.13434,-0.01806,4.26778,-32.09604,-31.61552,0.38307,9.65343,0.07661,-0.0042,0.00659,-0.02524,-11.6394,-29.57611,-29.31976,0.83923,8.72912,4.19883,-0.03379,0.00829,0.02777,-2.57584,-16.56328,-38.52957
1,0.29966,9.64874,0.64194,-0.07547,0.16309,-0.01806,4.57665,-32.13165,-31.74394,0.51715,9.63426,-0.11493,0.00006,-0.02324,-0.01884,-12.70294,-29.57611,-28.508,0.94942,8.78662,4.33297,-0.01142,-0.03432,-0.00206,-2.48402,-18.26848,-38.79684
1,0.46256,9.80924,0.48384,-0.11594,0.21634,-0.00528,4.65825,-31.79328,-31.37718,0.45969,9.65343,0,-0.0042,0.01724,-0.01245,-12.32758,-29.95148,-30.13306,0.96859,8.85848,4.41921,-0.03059,-0.10676,0.01072,-1.39864,-17.6223,-38.19778
