activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,-0.45492,9.59364,0.95575,-0.07015,0.12475,-0.03829,26.91468,-28.57928,-20.20009,0.03831,9.34697,0.36392,0.07008,0.14699,0.07037,19.42902,-33.99506,-34.81445,2.32443,9.39028,4.09343,-0.09451,0.2075,0.16732,12.74536,-29.65082,-35.75665
1,-0.43097,9.51459,1.5187,-0.06908,0.09919,-0.08196,26.65485,-28.16452,-20.95561,0.13408,9.57681,0.76614,0.00191,-0.0192,-0.02231,19.05518,-33.61969,-33.56476,1.22251,9.09803,3.78681,-0.12966,0.06049,0.04162,14.28435,-28.60143,-35.15662
1,-0.63458,9.56969,1.28633,0.00653,0.19611,-0.1171,26.60412,-28.07067,-20.95497,-0.07661,9.55765,0.80446,-0.00874,0.033,-0.01805,20.11719,-34.37042,-33.12683,1.48601,9.04054,3.7341,-0.13925,0.0541,0.04375,14.78386,-29.45671,-36.61462
1,-0.79508,9.69425,1.37257,0.07576,0.2025,-0.10858,26.88145,-27.73285,-19.97633,0.05746,9.61511,0.84276,0.00084,0.04366,-0.00208,20.11719,-32.49512,-33.12683,1.48601,9.0597,3.77722,-0.14138,0.0541,0.04375,12.00554,-28.30951,-37.41754
1,-0.7304,9.22473,1.22644,0.1961,0.21847,-0.10326,27.54806,-27.72898,-20.04967,0.01915,9.55765,0.82361,0.02002,0.04259,-0.01273,20.11719,-32.55768,-34.37653,1.48601,9.0597,3.77722,-0.14138,0.0541,0.04375,12.00554,-28.30951,-37.41754
1,-0.89569,9.47866,1.31268,0.26,0.24829,-0.099,28.10748,-27.70774,-19.79301,0.24899,9.63426,1.05345,-0.00555,0.06496,-0.00314,20.86639,-33.99506,-33.56476,1.55787,8.93513,4.02156,0.00456,0.05516,0.10979,12.32686,-27.78693,-35.49713
1,-1.07056,9.65353,0.99648,0.33881,0.26959,-0.07344,28.98077,-27.59259,-18.80379,0.22984,9.80666,1.55144,-0.02046,0.18745,0.01071,20.86639,-32.18231,-32.6889,1.57704,9.007,4.11738,0.06635,0.183,0.15134,14.22226,-28.54623,-38.56177
1,-1.03942,9.50501,0.92461,0.41762,0.24084,-0.02338,28.88522,-27.27517,-18.00307,0.09576,9.88327,1.20668,-0.03325,0.28227,0.04161,22.30377,-34.37042,-34.81445,1.37582,9.01179,4.22278,0.11216,0.13932,0.15879,14.72984,-28.73222,-37.36682
1,-1.16399,9.39721,0.76411,0.55394,0.27385,0.01389,28.96838,-27.78604,-16.87494,-0.21069,10.0365,1.45567,-0.32619,0.37389,0.03522,22.30377,-31.43311,-32.75146,1.42852,9.1651,4.5869,0.14944,0.07966,0.14495,14.43555,-29.14352,-37.36505
1,-1.52571,9.37565,0.74016,0.62423,0.2238,-0.05214,28.95045,-28.63581,-15.94916,-0.47884,9.40442,1.05345,-0.47321,0.55923,0.04266,21.24176,-32.18231,-34.37653,1.29916,9.04054,4.57252,0.12174,0.11056,0.14921,13.51755,-29.94032,-37.95911
1,-1.63351,9.18401,0.46947,0.48578,0.19185,-0.15864,29.56089,-28.42929,-14.46327,-0.09576,9.05966,0.65123,-0.19836,0.39626,0.08528,23.42987,-32.87048,-33.12683,1.10273,8.7435,4.70188,0.06315,0.19684,0.14708,14.36806,-30.70532,-37.19336
1,-1.60237,9.3517,0.17722,0.2174,0.178,-0.28431,30.45835,-28.72961,-12.93999,0.42139,9.46188,0.15323,0.134,0.42821,0.12151,23.80371,-31.43311,-32.75146,1.32791,8.54228,4.54857,0.10257,0.16062,0.11938,12.39435,-29.19992,-36.21338
1,-0.16027,11.96519,-1.732,-0.23416,0.17268,-0.35034,30.59872,-28.71239,-12.04001,0.11493,9.74919,1.41737,0.07115,0.80745,0.07889,24.17908,-32.87048,-32.31354,1.63932,8.86327,4.18445,0.09724,0.20004,0.19075,14.54085,-30.59012,-36.00861
1,0.51286,7.6964,-2.15361,0.4091,0.04914,-0.11604,30.86767,-28.39186,-11.65601,-0.5363,9.46188,1.74298,0.07222,1.12489,0.03629,25.24261,-31.43311,-31.50177,1.48122,8.9543,4.04073,0.03759,0.06795,0.25893,12.60225,-29.79242,-35.31274
1,1.32254,10.36499,-1.96436,0.04274,0.37716,-0.03297,31.09701,-28.07254,-10.90208,-0.78529,9.71088,1.45567,0.0605,1.21332,0.09061,26.67999,-32.49512,-29.43878,2.34838,8.72433,4.23236,-0.06574,-0.24098,0.47411,11.63026,-29.59412,-35.77551
1,-0.54595,11.16748,-1.07563,-0.09571,0.51774,0.01176,31.15237,-27.48837,-10.98682,-0.82361,9.5002,1.30244,0.10524,1.19627,0.11298,28.55377,-32.49512,-29.81415,3.38323,8.01048,4.6923,-0.0732,-0.18772,0.9098,10.09665,-30.24243,-34.75421
1,-0.82383,9.93141,-0.53185,-0.28847,0.68601,-0.09367,31.61716,-27.50694,-10.11304,-0.82361,9.5002,1.30244,0.10524,1.19627,0.11298,28.55377,-32.49512,-29.81415,3.58445,7.95299,4.81207,-0.05509,0.06369,0.9865,11.24416,-31.54561,-36.93445
1,-0.15548,9.47626,-0.32823,-0.21925,0.79996,-0.10219,31.88116,-27.45068,-9.48204,-2.22182,8.12114,1.14922,0.62402,-0.04584,0.20673,28.17993,-33.99506,-24.43848,3.00474,7.59846,5.0085,0.07594,0.5356,1.12073,9.96976,-31.75142,-37.83954
1,-0.34233,10.02723,-0.7714,-0.36622,0.89581,-0.02019,32.25681,-27.01899,-8.19774,1.30244,13.71399,4.80756,0.73694,-1.08446,0.18648,27.80457,-36.55701,-25.25177,3.24429,8.55186,4.17966,0.20803,2.01418,0.91939,11.98395,-32.88692,-35.2735
1,-0.9436,9.38523,-0.61809,-0.31403,0.73819,-0.02019,32.95898,-26.8108,-7.14421,3.58173,9.67258,-0.21069,1.01604,-0.62215,0.22057,26.67999,-34.68323,-25.25177,2.09446,6.21866,3.21189,-0.01781,0.95744,1.14523,11.80576,-32.05023,-33.66199
1,-1.2095,10.36978,0.1317,-0.55472,0.70305,-0.08196,33.51348,-26.92215,-6.59993,3.39018,9.15543,-0.13408,0.46742,0.60931,-0.06386,27.80457,-36.86981,-23.62671,4.80614,6.87023,3.57121,-0.06148,0.64532,0.94709,9.93735,-32.93852,-34.41785
1,-0.39503,9.48105,0.53415,-0.69637,0.50176,-0.01273,33.59016,-26.35897,-5.82347,-0.78529,8.98305,-1.11092,0.52922,0.63274,-0.08623,27.05383,-38.36975,-20.68939,5.50562,6.99959,3.95928,-0.21275,0.49938,0.14388,10.83105,-34.14783,-32.60858
1,-0.37108,9.402,0.70423,-0.68572,0.43467,-0.04894,33.45914,-25.07961,-5.76332,2.56659,9.11713,-1.30244,0.48447,0.0607,0.048,28.55377,-37.24518,-19.8761,4.63367,7.64637,4.50545,-0.2543,0.01362,0.03096,13.07745,-32.24792,-34.23022
1,-0.75436,8.9229,1.34143,-0.44503,0.39313,-0.04255,33.87263,-25.9419,-6.32198,1.74298,9.80666,-1.35991,0.52176,0.588,0.00752,28.86658,-37.24518,-19.06433,4.70553,7.61762,4.54378,-0.25536,-0.01301,0.04375,13.07745,-32.24792,-34.23022
1,-0.48367,8.95165,0.88868,-0.25439,0.40804,-0.08728,34.077,-26.0349,-6.32535,-0.68953,8.7532,-0.51715,0.4131,0.42181,-0.21407,28.86658,-37.99438,-16.56494,4.70553,7.61762,4.54378,-0.25536,-0.01301,0.04375,13.07745,-32.24792,-34.23022
1,-1.11368,9.27025,1.55702,-0.02116,0.14499,-0.19698,34.29229,-25.60225,-5.73558,2.33675,9.40442,-2.01112,0.64426,-0.10655,-0.03296,29.99268,-39.80713,-16.56494,4.97862,6.73129,5.09953,-0.02207,0.37474,0.56466,12.58875,-32.07874,-34.38873
1,-0.60105,9.33014,2.12476,0.08641,0.06298,-0.26407,34.4604,-24.84936,-5.31001,-0.63206,9.15543,-2.41336,0.46742,0.4133,-0.24388,29.24194,-40.1825,-15.75165,4.95466,7.19602,4.82165,0.02374,0.84026,0.66586,12.24855,-33.80042,-32.14728
1,-0.90767,8.7648,1.45402,0.32177,0.08961,-0.41317,34.58976,-24.77469,-4.79974,0,9.13628,-2.83473,0.6922,-0.15022,-0.17145,30.74188,-37.24518,-14.50195,4.65283,7.07624,4.72583,-0.00609,0.78274,0.64775,13.55536,-32.27222,-34.22211
1,-2.61806,9.88829,1.52109,0.32497,0.10878,-0.45684,35.35604,-24.16882,-4.48692,0.99599,9.40442,-2.81558,0.7412,-0.15555,-0.30673,31.80389,-36.93237,-12.43896,4.4564,6.82232,4.83603,-0.05083,0.66769,0.61686,12.69945,-33.8007,-33.61969
1,-0.94839,10.03441,-2.35483,0.68174,0.61465,-0.37803,35.87283,-23.19003,-3.32977,-0.76614,9.23204,-3.60088,0.71564,0.30571,-0.32378,31.80389,-38.36975,-10.75134,4.53785,6.58277,5.69361,-0.06468,0.15636,0.34202,12.68326,-33.51572,-33.62451
1,-3.59782,10.75306,-0.91513,0.77014,0.04701,-0.25129,35.96497,-22.45775,-2.39001,-1.41737,9.19374,-3.67749,0.75398,0.12035,-0.35468,33.61664,-37.99438,-7.87659,4.60492,6.5684,5.8565,0.05783,0.41203,0.25041,12.36465,-33.22891,-32.74646
1,-2.4911,8.53723,-2.94412,0.51028,-0.12552,-0.00528,36.63985,-22.23275,-0.63864,0.07661,9.40442,-2.31758,0.5079,-0.15236,-0.20447,33.992,-39.05792,-8.68988,4.42287,6.86544,5.4828,0.12707,0.51962,0.02244,13.30695,-32.85963,-32.1452
1,-2.51745,9.44991,-3.26272,0.60187,-0.04139,-0.01699,36.61658,-21.78255,-0.06522,0.84276,9.63426,-2.91135,0.40352,0.04366,-0.23111,33.61664,-37.24518,-8.31451,4.31746,7.2583,5.58341,0.13985,0.19258,-0.25453,13.87665,-34.31853,-31.52094
1,-2.2779,10.3099,-3.21721,0.29941,-0.1202,0.05756,36.83195,-21.87658,0.34145,-0.82361,9.57681,-2.6815,0.40245,0.03619,-0.13736,33.61664,-36.93237,-7.06482,3.68985,6.75525,5.85171,0.31669,0.09671,-0.4058,15.02415,-34.94522,-31.49243
1,-1.23585,8.75282,-2.95849,0.30473,0.02145,0.20453,36.62495,-22.06622,0.42772,1.11092,11.18571,-4.40533,0.43866,-0.62108,-0.1022,33.992,-36.93237,-7.43866,4.07313,6.96605,6.4362,0.46263,0.10843,-0.42177,12.85335,-35.56111,-30.48187
1,-1.74849,8.42224,-3.93586,0.12688,0.02251,0.25884,36.39526,-23.03128,1.78835,2.56659,11.99016,-4.13718,0.45891,-0.69777,-0.0777,33.992,-35.43243,-6.18896,1.6489,7.99132,4.55815,0.93028,0.36942,-0.38769,16.98706,-35.08803,-28.64709
1,-1.5329,7.81858,-3.98616,0.37822,0.28557,0.29186,36.08652,-23.0897,1.87604,2.56659,11.99016,-4.13718,0.45891,-0.69777,-0.0777,33.992,-35.43243,-6.18896,3.31615,9.41902,3.20231,0.69912,1.09806,-0.00632,17.71875,-36.15154,-26.54675
1,-1.04901,9.06663,-4.08198,0.10345,0.71583,0.33126,35.6995,-23.75228,2.43864,-0.44054,9.09796,-3.00711,-1.44365,-0.77873,0.27809,33.61664,-37.24518,-8.31451,2.32443,9.08365,2.10518,0.26129,0.09777,-0.20766,17.91586,-38.8974,-24.13239
1,-0.06925,9.04986,-3.16451,0.1322,1.32607,0.5006,35.22352,-23.81408,3.45232,1.74298,11.66455,-3.12204,-1.69612,-0.28445,0.7319,32.55463,-37.62054,-12.43896,2.56397,8.78662,2.22974,0.16435,-0.03538,-0.24068,17.36235,-37.85881,-25.19363
1,-1.20232,8.40547,-2.40513,0.00547,1.4379,0.56769,34.35069,-24.25811,5.7869,0.91937,10.97502,-3.52426,-1.59706,1.12383,0.71912,32.92999,-37.62054,-12.81433,2.9185,8.89681,3.46102,-0.00609,-0.2495,-0.48569,19.56017,-37.13164,-24.28192
1,-2.10303,10.80816,-2.15361,0.54755,0.66577,0.3909,33.38337,-25.49434,8.47414,-0.47884,8.9639,-4.29041,-1.51822,2.22638,0.36331,32.55463,-37.62054,-13.6261,1.8597,6.89898,4.05989,-0.23832,-0.5254,-0.41325,18.90945,-37.22252,-25.47473
1,0.38829,11.14353,-1.66013,0.01079,0.55395,0.39729,32.35061,-26.41065,11.07954,-1.0343,9.44273,-4.57771,-1.42767,2.53638,0.32603,31.80389,-39.80713,-12.43896,2.47774,7.33495,4.19883,-0.20742,-0.62128,-0.43988,20.79407,-36.61922,-24.71408
1,0.86021,9.63197,-2.25182,0.31964,0.36118,0.38984,31.26173,-26.45675,12.00151,-2.20267,6.11,-0.82361,-0.84497,1.84714,0.16943,32.17926,-37.62054,-10.37598,1.73035,7.17206,4.08384,-0.29051,-0.23033,-0.32803,18.45044,-35.05203,-26.55246
1,1.90944,8.61388,-1.66971,0.45916,0.43573,0.46013,30.38462,-27.36877,13.31194,-2.62404,8.33182,6.35899,-1.74193,1.18135,-0.33549,32.55463,-37.24518,-11.18927,1.73035,7.17206,4.08384,-0.29051,-0.23033,-0.32803,18.45044,-35.05203,-26.55246
1,0.53442,8.06771,-2.07455,0.58909,-0.05949,0.50699,29.90064,-28.05279,14.65575,0.24899,6.72292,-15.80173,1.50287,-2.70793,-0.41113,33.61664,-36.86981,-12.00104,1.73035,7.17206,4.08384,-0.29051,-0.23033,-0.32803,18.45044,-35.05203,-26.55246
1,1.70342,8.76959,-2.4243,0.50389,-0.25332,0.38771,28.91793,-28.37979,15.22794,6.16747,19.00038,8.06367,-0.25908,0.59332,-0.07664,32.92999,-37.99438,-14.06403,1.96031,7.02354,3.88742,0.3071,-0.30596,-0.08515,21.43936,-34.90172,-27.69037
1,2.74786,8.64023,-2.65187,0.61891,-0.18836,0.35789,28.26069,-28.29094,15.85469,-4.38618,5.66946,-1.72383,-0.01195,-0.33133,-0.4644,34.36737,-35.8078,-13.25226,3.90065,10.55927,3.64308,0.71722,0.41309,-0.34614,19.29286,-33.51152,-27.89514
1,3.18145,8.13718,-3.20523,0.67216,0.05872,0.27908,28.15894,-28.23802,16.98448,6.35899,12.20085,0.86191,0.26077,-1.25278,-0.11179,34.36737,-36.55701,-13.68866,2.56877,11.2827,2.32077,0.90897,-0.53819,-0.59648,22.56525,-36.58983,-23.20627
1,2.25439,7.77785,-3.35375,0.7531,0.01719,0.21837,27.63442,-28.18674,17.85512,1.18753,9.88327,-0.15323,0.33746,0.26309,-0.24176,35.11658,-35.8078,-13.6261,2.50169,9.17468,2.50762,0.82482,-0.28146,-0.49741,23.33205,-36.19801,-23.49606
1,1.56688,6.44835,-5.06893,0.95225,-0.08612,0.21518,27.3406,-28.51187,19.1535,0.11493,8.63828,-0.32561,0.33214,0.71158,-0.28969,35.11658,-37.62054,-11.6272,1.9124,8.28836,2.26328,0.78327,-0.16322,-0.43349,24.83867,-37.82401,-24.33368
1,0.04813,5.13082,-6.27626,1.65089,-0.14043,0.17258,27.16256,-27.32914,20.05576,-1.32159,9.34697,-0.67038,0.15956,0.77975,-0.12032,35.80475,-35.43243,-10.37598,3.07182,9.00221,2.30161,0.59685,-0.22287,-0.58583,24.20686,-36.9846,-21.39789
1,-1.70298,7.45446,-5.33483,1.67113,-0.6921,0.06288,26.56853,-25.35982,21.66051,0.90022,9.57681,0.5363,0.12335,-0.42293,-0.09688,36.18011,-34.74579,-10.37598,2.77478,9.85979,2.03811,0.53613,-0.4029,-0.72111,25.11676,-36.58653,-22.5733
1,0.8099,7.07837,-5.63427,1.22702,-0.13404,-0.02125,27.4573,-24.05982,23.15881,2.12605,9.48103,-0.30646,-0.03218,-0.08951,-0.22365,35.49194,-34.74579,-12.00104,2.43941,9.67773,2.01415,0.57448,-0.61489,-0.75946,25.17346,-36.63693,-19.46423
