activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,2.14899,9.51698,-1.75356,-0.03926,0.00121,-0.02445,5.69726,-39.76665,-18.88351,0.13408,9.76834,0.57462,-0.02046,-0.03932,0.00084,4.61884,-33.17871,-33.29926,-0.08543,-9.00221,3.6862,-0.03059,-0.12487,-0.00739,-17.05724,20.09462,-37.00781
1,2.21846,9.4571,-1.84219,-0.035,-0.00092,-0.01699,5.69512,-39.68874,-19.86829,0.19154,9.63426,0.498,-0.06734,-0.04251,-0.03859,4.30603,-33.92944,-33.73718,-0.19083,-8.91597,3.58559,-0.00609,-0.19091,0.05014,-17.37585,20.51672,-35.68799
1,2.24002,9.38763,-1.84459,-0.00092,0.00121,-0.02338,5.72947,-39.40635,-19.78766,-0.42139,9.74919,0.67038,-0.05775,-0.03079,-0.20583,4.61884,-33.92944,-34.11255,0.19245,-9.15073,3.85867,0.00882,-0.26122,0.01392,-17.68634,19.84921,-37.45795
1,2.05796,9.49063,-1.81105,-0.00518,-0.01583,-0.00208,5.81878,-39.16061,-19.97458,0.03831,9.74919,0.51715,-0.0439,0.0981,0.07646,5.36957,-32.1167,-33.29926,0.04872,-9.31841,3.81076,0.06422,-0.11102,0.04375,-18.46123,19.59993,-37.17059
1,2.23762,9.34211,-1.68409,-0.03287,-0.035,0.0075,5.62784,-39.61369,-19.90836,-0.17238,9.63426,0.97684,-0.04497,-0.0031,0.00084,6.11877,-33.92944,-32.86133,0.08226,-9.22738,3.46102,0.07381,0.14891,0.08955,-18.96346,19.78111,-38.06934
1,2.29272,9.35649,-1.67451,-0.04459,0.00228,-0.01167,5.33815,-39.87856,-20.02554,-0.21069,9.5385,1.11092,-0.05455,0.04271,-0.00555,4.61884,-33.92944,-33.29926,0.13975,-9.38069,3.39395,0.05783,0.14571,0.12577,-17.74034,20.57372,-38.21021
1,2.17534,9.37325,-1.74158,0.00334,0.0534,0.02348,5.60844,-39.29445,-19.6423,-0.03831,9.59596,1.0726,-0.04497,0.0182,0.03065,4.9942,-33.92944,-33.73718,0.17329,-9.07407,3.46581,0.02693,-0.46042,0.13962,-19.32794,20.64992,-37.9411
1,2.18971,9.47387,-1.70325,-0.00412,0.04594,0.02561,5.62166,-39.27625,-19.37595,0.09576,9.59596,0.84276,-0.03325,0.10875,0.0722,5.74493,-32.05414,-34.11255,0.39846,-8.75787,3.6862,-0.0242,-0.38905,0.27384,-17.85374,20.13512,-37.0213
1,1.86153,10.04399,-1.68409,0.04168,0.04807,-0.00208,5.27563,-39.21952,-20.19034,0.11493,9.69173,0.91937,-0.01727,0.2025,0.07539,4.9942,-33.17871,-33.73718,0.71466,-9.02137,3.42269,0.00882,-0.19943,0.48903,-17.84294,20.39613,-35.54559
1,2.21127,9.17682,-1.77272,0.06298,0.04381,0.01496,5.68427,-39.17981,-20.11566,-0.28731,9.5385,0.44054,0.01575,0.29091,0.07114,6.11877,-33.17871,-33.73718,0.47991,-9.08365,3.84909,-0.08066,-0.4306,0.12577,-21.59865,21.47583,-37.99091
1,2.11305,9.43314,-1.75835,0.01505,0.16735,-0.04149,5.56668,-39.78512,-19.29138,0.01915,9.99818,-0.15323,0.08073,0.13112,0.16063,5.74493,-33.17871,-34.54895,-0.96696,-9.04533,3.61912,-0.09131,-0.27187,0.07677,-20.27295,21.23013,-35.59808
1,2.09868,9.53375,-1.69127,0.02357,0.29728,-0.07237,6.14835,-39.21733,-19.20078,0.09576,9.95988,-0.07661,0.23627,0.17693,0.10416,6.11877,-34.30481,-33.29926,0.42721,-9.26571,3.51372,-0.1009,-0.1728,-0.03189,-19.62764,21.32582,-34.70135
1,2.1418,9.47387,-1.7823,0.08854,0.43041,-0.09474,5.81042,-39.25621,-19.44083,1.47482,9.78749,0.34477,0.30124,0.23659,0.11908,6.11877,-34.30481,-32.48749,-0.19083,-9.37111,3.31729,-0.11475,-0.33046,0.04481,-19.69514,19.76402,-34.52966
1,2.23523,9.4044,-1.72002,0.13327,0.58164,-0.10219,6.30621,-39.81762,-19.69412,1.85789,9.78749,0.42139,0.28526,0.46242,0.13612,7.55615,-34.61609,-32.86133,-0.57889,-9.41423,3.33166,-0.16268,-0.633,-0.03508,-20.44304,21.78903,-34.42603
1,1.94777,9.41877,-1.92843,0.2387,0.67323,-0.11923,7.56306,-39.90579,-19.32648,0.86191,9.86411,-0.13408,0.26929,0.49437,0.02533,7.55615,-34.99146,-31.61163,-0.44954,-9.47651,3.38916,-0.2021,-0.64471,-0.09261,-21.02625,20.96162,-34.12628
1,2.41489,9.44752,-1.77991,0.33349,0.76482,-0.15118,7.97076,-40.11079,-19.27161,1.34076,9.69173,0.34477,0.22241,0.33565,-0.02155,8.30688,-35.36682,-31.23779,-0.16208,-9.62024,3.47539,-0.23193,-0.2218,-0.16931,-23.53725,22.95003,-35.0863
1,3.18863,9.56489,-1.86615,0.36863,0.87025,-0.15864,8.78818,-39.65819,-17.85162,1.0726,9.73004,-0.17238,0.22774,0.38998,-0.11954,8.68225,-36.49139,-31.23779,-0.61243,-10.11371,3.06816,-0.27347,0.15636,-0.15226,-22.32494,22.13042,-31.94635
1,3.42579,9.47387,-2.01946,0.32923,0.88303,-0.12775,8.45879,-38.9678,-16.71849,0.51715,9.65343,-0.11493,0.28314,0.36122,-0.19304,9.74426,-37.17957,-29.98657,-0.34414,-9.99394,3.27417,-0.33632,0.25437,-0.26944,-24.27434,22.26122,-34.05145
1,3.03532,9.59604,-2.07695,0.29515,0.8628,-0.12988,9.77303,-39.79427,-14.70879,0.95769,9.59596,0.09576,0.30124,0.18651,-0.23991,10.11963,-36.11755,-30.36194,-0.57889,-10.09934,3.01067,-0.26708,0.16276,-0.26199,-24.75224,22.69142,-32.73431
1,3.1024,9.44752,-1.76314,0.24509,0.91392,-0.18207,10.51177,-39.94284,-13.94202,0.99599,9.5002,0.61292,0.28101,0.26321,-0.34431,10.86884,-37.92877,-30.36194,-0.35372,-9.60108,2.49804,-0.3001,-0.37414,-0.31205,-25.74043,23.58061,-31.87659
1,3.25331,9.63676,-1.42777,0.16202,0.89155,-0.18207,12.08442,-39.91793,-12.96492,0.55545,9.28951,1.66637,0.15744,0.28345,-0.46469,12.30621,-36.8042,-28.73688,-0.24832,-9.92207,2.96276,-0.22873,-0.87907,-0.31205,-27.70334,24.39992,-32.51324
1,3.73002,9.67748,-1.34872,0.0502,0.93948,-0.22573,12.76588,-40.06792,-11.78694,0.70868,9.21289,3.4285,-0.14404,0.2515,-0.57335,14.11896,-37.17957,-28.73688,0.81527,-9.45735,2.8334,-0.05509,-0.16108,-0.15439,-26.13464,22.71872,-29.94568
1,3.38986,9.27264,-1.1475,-0.0595,0.96397,-0.37909,14.02548,-40.23389,-10.47559,2.1069,8.65744,1.34076,-0.74059,0.46028,-0.99838,14.86969,-35.36682,-28.29895,0.46074,-9.3759,2.8334,-0.05935,0.2842,-0.19274,-28.72934,23.29503,-31.18042
1,2.83889,9.16724,-1.00377,-0.01796,0.85641,-0.42915,15.59629,-40.41774,-9.49057,2.41336,12.20085,0.63206,-0.35176,0.74577,-0.27826,16.68243,-34.30481,-29.55017,0.40804,-7.88112,2.61781,-0.0519,0.54732,-0.12137,-28.55655,22.86903,-31.76276
1,2.81254,9.06184,-0.64684,-0.04991,0.72861,-0.49411,16.98159,-39.3938,-9.35402,0.67038,12.43069,0.498,-0.46149,1.64487,0.48019,19.24438,-34.61609,-30.79987,0.58052,-10.22869,3.32208,-0.02313,0.67941,-0.19807,-27.39015,22.36082,-30.25616
1,2.52269,8.48213,-0.72589,-0.13298,0.60187,-0.55482,17.97112,-39.56073,-8.24295,0.90022,10.59195,1.68552,-0.77147,2.49707,-0.29958,23.61908,-33.92944,-28.73688,0.41283,-9.51963,3.12086,0.06954,0.5356,-0.07556,-26.32364,22.48262,-32.46045
1,1.81122,8.35277,-1.00616,-0.24587,0.52519,-0.59209,18.93374,-39.19983,-7.44063,0.40222,11.26233,-0.86191,-0.74377,2.13489,0.92336,24.68109,-31.74133,-26.23749,0.40325,-9.43339,3.06337,0.16755,0.0541,0.28769,-25.42455,23.02562,-33.78625
1,0.28768,9.63436,-2.81237,-0.41521,0.42402,-0.52287,20.29481,-37.29015,-7.67542,-3.04543,9.67258,0.88107,-1.32329,1.65659,0.3055,26.18103,-31.74133,-25.42419,0.6955,-8.3171,3.14003,0.23999,-0.41036,0.40061,-25.39215,22.99681,-32.00964
1,0.21342,9.79486,-2.901,-0.41627,0.42934,-0.52393,20.52297,-37.0056,-8.00847,-0.19154,9.59596,0.67038,-1.23486,1.0547,0.67728,26.8692,-31.74133,-26.23749,1.1219,-8.45125,3.25501,0.28792,-0.66495,0.42085,-26.22914,23.74983,-32.03516
1,0.65659,11.59388,-1.835,-0.19901,0.66471,-0.46216,23.63735,-36.12311,-8.34613,-0.57462,9.46188,1.18753,-1.37335,0.98546,0.56329,27.61993,-32.1167,-26.67389,1.23209,-8.45125,3.30292,0.32521,-0.68732,0.39528,-26.95004,22.37012,-32.32074
1,0.3308,10.25959,-0.9846,-0.28634,0.49005,-0.22573,24.21204,-35.44377,-7.74295,-0.28731,8.9639,1.68552,-1.35631,1.04619,0.46529,29.43115,-28.05481,-27.04926,1.3327,-8.76745,2.88611,0.31988,-0.43805,0.42937,-27.47655,23.11412,-32.78503
1,-0.08841,9.33014,-0.99179,-0.42586,0.48579,-0.15757,24.89544,-34.59339,-7.5114,0.30646,8.04453,1.32159,-0.99518,1.02808,0.46849,29.43115,-27.36664,-26.23749,1.24167,-8.75308,3.26459,0.20057,-0.6085,0.27917,-26.96895,22.79282,-32.03186
1,-0.09081,8.47734,-0.42645,-0.27463,0.54969,-0.19698,25.45678,-34.30846,-7.29655,-0.19154,8.08282,1.39821,-0.59677,1.22942,0.46422,30.55725,-27.36664,-27.04926,1.28479,-9.34237,3.24543,0.17501,-0.69904,0.17051,-29.53123,23.34033,-31.49005
