activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,2.46998,8.15634,-5.47616,-0.05204,-0.07121,0.0075,17.97518,-22.06015,28.40054,-0.21069,9.65343,0.80446,-0.02368,0.06815,0.00877,30.92957,-29.98657,-6.44073,3.6084,9.22738,2.97713,0.03652,-0.1206,-0.04041,15.61664,-44.51419,-3.12848
1,2.51071,8.05094,-5.2989,-0.05098,-0.00837,-0.02232,17.7905,-22.17349,28.15802,-0.5363,9.42358,0.90022,-0.02795,0.17255,-0.01146,29.86603,-31.86188,-5.19104,3.38802,8.82973,2.94839,-0.00715,-0.0503,-0.04148,15.60583,-44.09866,-2.39545
1,2.38854,8.24737,-5.07851,-0.07015,-0.03819,-0.00741,17.73669,-22.56927,28.20114,-0.90022,9.57681,0.91937,-0.00771,0.12888,-0.01466,31.30341,-29.98657,-5.62897,3.12452,8.92076,2.97713,-0.02207,-0.01514,-0.05106,18.47862,-44.38455,-2.49249
1,2.4628,8.10604,-5.26536,-0.07015,-0.06056,0.00431,18.0396,-22.94456,28.36093,-0.28731,9.59596,1.0343,-0.0141,-0.09909,0.03967,30.24139,-32.55005,-6.00281,3.27304,8.72912,3.02983,-0.01142,0.03918,-0.06278,16.89914,-44.99207,-3.98798
1,2.3526,8.07729,-5.23661,-0.05524,-0.03287,-0.00847,18.48534,-23.33675,28.08749,-0.26816,9.5385,0.97684,-0.00026,0.01382,0.00984,30.92957,-30.7373,-5.62897,3.44551,8.82015,2.8909,-0.03592,-0.05882,-0.05745,17.76044,-43.19777,-3.4108
1,2.4628,8.19946,-5.38753,-0.09997,-0.06695,-0.01699,18.15967,-23.18832,28.23642,-0.51715,9.59596,1.0343,-0.00558,0.03406,-0.01146,29.49219,-31.48804,-6.44073,3.45509,8.85848,3.05858,-0.06148,-0.05456,-0.02869,18.01964,-44.37708,-1.46423
1,2.5131,8.31444,-5.41867,-0.14044,-0.08079,-0.06918,18.36285,-23.3944,28.27444,-0.498,9.55765,0.97684,0.00934,-0.02879,0.00665,29.49219,-30.36194,-6.44073,3.48863,8.9016,2.85257,-0.06574,0.0786,0.02883,17.63625,-43.76208,-3.25583
1,2.45082,8.57795,-5.16475,-0.19901,-0.14469,-0.12243,18.30488,-23.33644,27.59842,-0.44054,9.5385,1.11092,-0.0173,-0.07886,0.00558,28.74146,-31.86188,-6.87866,3.26824,8.83453,2.7855,-0.08705,-0.10356,0.07038,17.51472,-44.5994,-3.83633
1,2.07473,8.53243,-5.136,-0.32681,-0.23948,-0.16929,18.48,-23.89898,27.10466,-0.70868,9.44273,0.91937,-0.00877,-0.06714,-0.00294,30.24139,-29.98657,-6.44073,3.43593,8.89202,2.9963,-0.06468,-0.00556,0.05759,17.02603,-44.15958,-3.11139
1,1.8759,8.84864,-4.94436,-0.43012,-0.30018,-0.15864,19.83488,-23.45765,26.79216,-0.78529,9.59596,0.74699,-0.02263,-0.02879,-0.00613,28.74146,-29.67529,-6.87866,3.10056,8.87285,2.85736,-0.06255,-0.08226,0.0299,18.06282,-42.52309,-2.08496
