activity_label,ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,ax3,ay3,az3,gx3,gy3,gz3,mx3,my3,mz3
1,0.52244,9.54094,1.40611,0.04274,-0.02754,0.01496,27.74872,-33.04284,-7.88678,1.24498,9.71088,0.74699,-0.08983,-0.29677,0.22234,19.02771,-33.29163,-19.72046,1.73035,8.15421,5.29596,0.10257,0.59632,0.1279,22.26993,-28.18221,-22.27533
1,0.35715,9.55292,1.13302,0.05872,-0.05097,0.0107,27.83778,-32.66548,-8.01251,1.55144,9.69173,0.45969,-0.03123,-0.10075,-0.02693,17.90314,-31.85425,-19.28253,1.24167,7.91466,5.61695,0.08978,0.18619,0.00753,23.94392,-26.71339,-21.67984
1,0.41704,9.68227,1.11386,0.10558,-0.08612,0.00324,27.18268,-32.68909,-7.57007,1.47482,9.48103,0.28731,0.00179,0.08673,-0.07169,18.65234,-31.85425,-20.53223,2.03697,7.77093,5.23367,0.03972,0.21389,0.04375,24.52441,-28.8584,-22.67209
1,0.2781,9.57687,1.11146,0.14285,-0.15108,0.02454,27.2352,-32.36879,-7.55142,1.32159,9.5385,0.74699,-0.08025,0.16237,-0.10045,19.71588,-31.48041,-19.28253,1.51475,7.97215,5.31033,0.04185,0.03599,-0.14907,23.22844,-27.692,-20.34406
1,0.39788,9.7757,0.95096,0.19397,-0.18942,0.03093,27.60873,-32.81851,-7.57727,0.95769,9.63426,0.28731,-0.02165,0.34453,-0.13666,18.2785,-32.91779,-20.0943,2.25256,7.91466,5.18097,0.07487,0.06369,-0.20233,23.83054,-27.55791,-21.81616
1,0.4386,9.65832,0.75693,0.23551,-0.2235,0.05649,27.35262,-32.8952,-7.59302,0.88107,9.63426,0.34477,-0.00035,0.08673,-0.07701,18.2785,-32.60498,-19.72046,1.63932,7.71823,5.13786,0.03546,0.21921,-0.28968,24.44614,-26.75931,-20.33926
1,0.37632,9.51219,0.46707,0.25681,-0.29486,0.06288,26.93456,-33.18118,-7.11301,0.82361,9.57681,0.51715,0.01031,-0.0656,-0.05997,18.65234,-32.91779,-19.72046,1.93636,8.28356,5.58821,0.04291,0.17128,-0.45267,23.16634,-26.6897,-20.65695
1,0.48651,9.71342,0.5581,0.27385,-0.21285,0.08631,27.07242,-32.50302,-6.97385,0.61292,9.76834,0.5363,0.0199,-0.05602,-0.07913,20.08972,-32.91779,-18.8446,1.09315,7.63679,5.1139,0.3806,-0.15789,-0.8106,24.42993,-26.4743,-20.34406
1,0.39788,9.74456,0.40239,0.22166,-0.25119,0.03306,26.79195,-32.58113,-6.49689,0.19154,9.94072,0.22984,0.08701,-0.11673,0.11368,19.40308,-31.48041,-19.28253,1.20334,7.82842,3.66224,0.63946,-0.43805,-0.73816,26.50354,-26.9879,-21.48618
1,1.11892,9.60801,0.14847,0.20675,-0.21498,0.02561,26.41855,-33.18476,-6.83722,1.49399,9.71088,0.45969,0.17116,-0.12526,0.67294,17.90314,-33.29163,-20.0943,1.39498,8.80578,4.62522,0.81736,-0.10995,-0.67637,28.86333,-26.13589,-19.98196
1,0.43381,9.41398,0.46947,0.18439,-0.22989,0.03839,27.13673,-33.46269,-7.03378,2.47081,8.31267,0.30646,0.06464,0.01962,0.16055,17.1524,-31.48041,-19.28253,1.23209,8.6908,4.56294,0.90258,-0.00662,-0.67318,30.00273,-26.2142,-18.63065
1,0.19905,9.26306,0.05744,0.18119,-0.22776,0.08631,27.13847,-33.53761,-7.17717,1.80045,9.84496,0.51715,0.09233,0.05052,0.01993,17.52777,-34.41772,-18.90717,0.87756,9.10761,4.4767,0.7609,-0.34538,-0.56665,29.13063,-27.05179,-16.70779
1,0.25415,9.31337,0.05265,0.17161,-0.22137,0.09057,27.13847,-33.53761,-7.17717,1.41737,9.65343,0.55545,0.07317,0.14851,-0.00777,17.52777,-31.48041,-19.28253,0.28827,8.82494,4.3186,0.632,-0.52647,-0.50593,29.14412,-25.17139,-18.95703
1,0.82667,10.76744,0.22752,-0.0169,-0.14789,0.34937,25.70624,-33.71459,-7.31535,1.45567,9.40442,-0.26816,0.18181,0.08354,0.00928,17.1524,-31.85425,-17.15698,0.43679,8.59498,4.65876,0.49991,-0.60636,-0.31951,28.99023,-24.89749,-17.78012
1,2.29272,8.50369,0.03349,-0.09358,-0.05949,0.46226,25.38963,-34.48926,-6.93829,1.11092,10.38126,-0.99599,-0.05042,0.13574,0.00609,17.52777,-34.79309,-18.90717,0.37451,8.47041,5.59779,0.53293,-0.53286,0.02351,27.16232,-25.95708,-16.75699
1,4.12048,8.18509,-0.05036,0.10345,0.14392,0.49314,24.60962,-34.19171,-7.17143,1.32159,10.41957,4.30957,-0.96014,0.37862,0.2724,17.52777,-33.66699,-20.97015,0.80569,7.66074,5.5355,0.46582,-0.27187,0.21419,29.02264,-28.30699,-17.87329
1,3.03532,11.19623,0.04067,0.14818,0.23871,0.33233,24.30804,-34.83498,-6.61041,1.80045,9.09796,-2.62404,0.95839,0.01323,-0.03653,17.52777,-31.48041,-19.72046,0.61885,7.39245,5.41573,0.32734,0.01894,0.29089,26.90582,-27.48441,-18.21649
1,3.68929,10.82732,0.11493,0.05978,0.56034,0.16299,23.69522,-35.61238,-5.81786,1.66637,8.69574,2.20267,0.2617,0.2444,-0.07594,17.52777,-32.22961,-19.28253,0.67634,7.02354,5.27679,0.23999,-0.31981,0.35161,27.47554,-28.9433,-17.59216
1,3.46412,9.50501,0.36646,0.09173,0.81061,0.10229,22.8894,-36.38873,-5.82181,2.47081,9.44273,0.40222,0.77304,0.3456,-0.06316,17.1524,-32.91779,-18.03284,1.0644,7.43077,5.50676,0.28047,-0.25057,0.38037,26.90852,-26.81029,-15.85968
